,Neighborhood,City,Cluster Labels,Arts & Entertainment,Food,Nightlife Spot,Outdoors & Recreation,Shop & Service,Travel & Transport,Latitude,Longitude
392,Upper West Side,New York City,11,0.08,0.56,0.12,0.04,0.2,0.0,40.787657998534854,-73.97705923630603
393,Ushigome,Tokyo,3,0.05882352941176471,0.35294117647058826,0.1176470588235294,0.0,0.4705882352941176,0.0,35.69946760000001,139.7255875
394,Utopia,New York City,8,0.2,0.5,0.0,0.2,0.1,0.0,40.733500254297574,-73.79671678028348
395,Van Nest,New York City,10,0.0,0.7,0.0,0.1,0.2,0.0,40.84360847124718,-73.86629918075609
396,Victoria Hotel,Toronto,0,0.0,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.14285714285714285,43.66946915,-79.37326825
397,Waltham Forest,London,0,0.0,0.5238095238095238,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.19047619047619047,51.55699910000001,-0.0058352
398,Wan Chai,Hong Kong,1,0.0,0.6666666666666666,0.0,0.0,0.08333333333333333,0.25,22.2790146,114.17248329999998
399,Wandsworth,London,3,0.0,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.4615384615384616,0.0,51.4570271,-0.1932607
400,Wang Tau Hom,Hong Kong,9,0.047619047619047616,0.6666666666666666,0.0,0.09523809523809523,0.19047619047619047,0.0,22.3404231,114.1865742
401,Washington Heights,New York City,9,0.0,0.575,0.025,0.075,0.275,0.05,40.851902525553044,-73.93690027985234
402,Werd,Zurich,7,0.0,0.8,0.1,0.0,0.1,0.0,47.3719907,8.526782
403,West Brighton,New York City,10,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385,0.0,40.631878926546065,-74.1071817826561
404,West Coast,Singapore,9,0.0,0.6666666666666666,0.0,0.0,0.3055555555555556,0.027777777777777776,1.3033734,103.76418057555
405,West Hill,Toronto,2,0.0,0.5294117647058824,0.05882352941176471,0.0,0.35294117647058826,0.05882352941176471,43.7689144,-79.1872905
406,West Village,New York City,0,0.04819277108433735,0.4578313253012048,0.12048192771084335,0.04819277108433735,0.3132530120481928,0.012048192771084338,40.734433935724354,-74.00617998126813
407,Westchester Square,New York City,2,0.0,0.5714285714285714,0.07142857142857142,0.0,0.35714285714285715,0.0,40.8406194964327,-73.84219407604444
408,Westminster,London,12,0.2,0.25,0.25,0.05,0.15,0.1,51.5013562,-0.1249302
409,Wexford,Toronto,2,0.0,0.5625,0.0625,0.0,0.3125,0.0625,43.74537670000001,-79.29471550000002
410,Wexford Heights,Toronto,1,0.0,0.7272727272727273,0.0,0.0,0.09090909090909093,0.18181818181818185,43.7432421,-79.304641
411,Whampoa Garden,Hong Kong,10,0.0,0.7391304347826086,0.0,0.08695652173913042,0.17391304347826084,0.0,22.3050958,114.1906104
412,Williamsburg,New York City,5,0.0,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.0,0.0,40.707144393442505,-73.95811529220926
413,Willowdale,Toronto,11,0.0,0.64,0.08,0.04,0.24,0.0,43.7615095,-79.4109234
414,Windsor Terrace,New York City,2,0.0,0.5833333333333334,0.08333333333333333,0.0,0.3333333333333333,0.0,40.65694583575104,-73.98007340430172
415,Wipkingen,Zurich,0,0.0,0.5,0.1,0.1,0.2,0.1,47.3934951,8.5286022
416,Woburn,Toronto,3,0.0,0.35294117647058826,0.0,0.05882352941176471,0.5882352941176471,0.0,43.7598243,-79.2252908
417,Woodlands,Singapore,9,0.045454545454545456,0.6818181818181818,0.022727272727272728,0.022727272727272728,0.2272727272727273,0.0,1.436897,103.786216
418,Woodlawn,New York City,3,0.0,0.3333333333333333,0.26666666666666666,0.0,0.4,0.0,40.898272612138044,-73.86731496814177
419,Woodrow,New York City,2,0.0,0.6,0.0,0.05,0.35,0.0,40.541967622888755,-74.20524582480327
420,Woodside,New York City,9,0.0,0.631578947368421,0.02631578947368421,0.0,0.3157894736842105,0.02631578947368421,40.746349088602216,-73.90184166838284
421,Wu Kai Sha,Hong Kong,1,0.0,0.6153846153846154,0.0,0.0,0.2307692307692308,0.15384615384615385,22.4291708,114.243982680896
422,Xiaoguan,Beijing,14,0.0,0.4736842105263158,0.15789473684210525,0.05263157894736842,0.0,0.3157894736842105,39.9141622,116.4105446
423,Xújiāhuì,Shanghai,10,0.0,0.8095238095238095,0.0,0.0,0.19047619047619047,0.0,31.1963162,121.4313608
424,Yanesen,Tokyo,2,0.03125,0.5,0.03125,0.03125,0.375,0.03125,35.7278656,139.7648235
425,Yau Ma Tei,Hong Kong,1,0.0,0.7179487179487181,0.0,0.0,0.10256410256410256,0.1794871794871795,22.3123646,114.170778874557
426,Yau Tong,Hong Kong,10,0.0,0.7368421052631579,0.0,0.0,0.21052631578947367,0.05263157894736842,22.2975047,114.2383245
427,Yew Tee,Singapore,4,0.0,0.9,0.0,0.0,0.1,0.0,1.3974678,103.7473332
428,Yishun,Singapore,9,0.06451612903225806,0.6774193548387096,0.0,0.03225806451612903,0.2258064516129032,0.0,1.4293839,103.8350282
429,York Mills,Toronto,7,0.0,0.7692307692307693,0.0,0.15384615384615385,0.0,0.07692307692307693,43.7440391,-79.406657
430,York University,Toronto,1,0.0,0.7083333333333334,0.0,0.08333333333333333,0.125,0.08333333333333333,43.7738011,-79.49982044701329
431,Yorkville,New York City,3,0.0,0.43478260869565216,0.043478260869565216,0.08695652173913042,0.43478260869565216,0.0,40.77592984988488,-73.94711784471826
432,Yorkville,Toronto,2,0.017543859649122806,0.5789473684210527,0.03508771929824561,0.03508771929824561,0.3157894736842105,0.017543859649122806,43.67138610000001,-79.3901677
433,Yotsuya,Tokyo,11,0.03448275862068965,0.5172413793103449,0.15517241379310345,0.05172413793103448,0.15517241379310345,0.08620689655172414,35.6861799,139.72937119999997
434,Yoyogi,Tokyo,11,0.061728395061728385,0.6419753086419753,0.1111111111111111,0.012345679012345678,0.1728395061728395,0.0,35.6835674,139.7015461
435,Yuen Long,Hong Kong,4,0.0,0.8518518518518519,0.0,0.0,0.1111111111111111,0.037037037037037035,22.442646300000003,114.0304342
436,Yung Shue Wan,Hong Kong,10,0.0,0.7647058823529411,0.1176470588235294,0.0,0.1176470588235294,0.0,22.22557,114.1117117
437,Yùyuán,Shanghai,7,0.04166666666666666,0.75,0.0,0.125,0.08333333333333333,0.0,31.2289274,121.487975198943
438,Yōga,Tokyo,9,0.0,0.6363636363636364,0.060606060606060615,0.030303030303030307,0.24242424242424246,0.030303030303030307,35.6266477,139.6341719
439,Zhongguancun,Beijing,9,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,0.1111111111111111,39.9826335,116.3104743
440,Zōshigaya,Tokyo,1,0.05555555555555555,0.5555555555555556,0.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,35.7201652,139.7147443
441,one-north,Singapore,4,0.0,0.8888888888888888,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,1.2996073,103.7872407
442,Āntíng Zhèn,Shanghai,1,0.09090909090909093,0.6363636363636364,0.0,0.0,0.09090909090909093,0.18181818181818185,31.29036385,121.15751476111099
443,"Ōmori, Ōta",Tokyo,11,0.027027027027027032,0.581081081081081,0.054054054054054064,0.040540540540540536,0.28378378378378377,0.013513513513513514,35.5884735,139.7279334
